Row,min_med_conn_run,sec_med_conn_run,min_med_conn,sec_med_conn
sub08183,1,3,0.433,0.44
sub08188,3,2,0.419,0.444
sub08192,2,1,0.406,0.426
sub08194,1,NaN,0.484,NaN
sub08195,2,1,0.501,0.503
sub08197,3,2,0.412,0.42
sub08198,2,1,0.406,0.414
sub08199,2,NaN,0.436,NaN
sub08200,2,NaN,0.464,NaN
sub08202,1,NaN,0.448,NaN
sub08204,2,1,0.447,0.533
sub08206,3,4,0.403,0.41
sub08207,1,2,0.428,0.475
sub08210,NaN,NaN,NaN,NaN
sub08212,1,4,0.451,0.456
sub08213,NaN,NaN,NaN,NaN
sub08215,1,2,0.46,0.475
sub08216,1,3,0.405,0.496
sub08217,2,4,0.418,0.448
sub08218,3,1,0.409,0.448
sub08220,2,NaN,0.419,NaN
sub08221,2,1,0.413,0.511
sub08222,2,NaN,0.436,NaN
sub08223,1,2,0.405,0.416
sub08228,1,NaN,0.426,NaN
sub08229,1,NaN,0.414,NaN
sub08235,NaN,NaN,NaN,NaN
sub08236,4,3,0.392,0.396
sub08237,3,1,0.426,0.464
sub08238,3,2,0.455,0.461
sub08239,2,NaN,0.475,NaN
sub08240,4,3,0.425,0.453
sub08241,NaN,NaN,NaN,NaN
sub08242,2,1,0.45,0.459
sub08245,4,3,0.412,0.426
sub08246,1,2,0.424,0.445
sub08247,1,2,0.525,0.535
sub08253,2,1,0.406,0.427
sub08257,3,2,0.397,0.401
sub08258,1,2,0.443,0.469
sub08259,1,2,0.421,0.447
sub08262,1,2,0.404,0.424
sub08265,3,4,0.47,0.534
sub08266,3,2,0.431,0.492
sub08268,2,1,0.412,0.427
sub08271,3,1,0.46,0.518
sub08273,2,1,0.429,0.43
sub08275,1,4,0.434,0.446
sub08276,4,3,0.407,0.427
sub08280,1,NaN,0.443,NaN
sub08281,2,1,0.434,0.435
sub08284,NaN,NaN,NaN,NaN
sub08287,1,4,0.436,0.441
sub08288,3,4,0.453,0.502
sub08289,2,4,0.429,0.431
sub08290,3,1,0.427,0.442
sub08295,1,NaN,0.542,NaN
sub08296,1,NaN,0.433,NaN
sub08297,1,2,0.413,0.416
sub08299,1,NaN,0.459,NaN
sub08301,2,3,0.407,0.433
sub08302,2,4,0.478,0.479
sub08305,1,NaN,0.458,NaN
sub08308,1,NaN,0.455,NaN
sub08310,1,NaN,0.451,NaN
sub08314,2,NaN,0.432,NaN
sub08315,NaN,NaN,NaN,NaN
sub08318,3,1,0.401,0.408
sub08322,3,1,0.448,0.452
sub08324,1,NaN,0.488,NaN
sub08325,1,NaN,0.44,NaN
sub08327,1,NaN,0.423,NaN
sub08328,3,2,0.428,0.459
sub08330,2,1,0.447,0.467
sub08331,2,1,0.416,0.448
sub08332,3,NaN,0.477,NaN
sub08335,3,1,0.471,0.497
sub08336,3,2,0.415,0.42
sub08340,1,NaN,0.502,NaN
sub08341,1,2,0.45,0.531
sub08342,3,4,0.413,0.421
sub08343,1,3,0.445,0.465
sub08345,1,NaN,0.441,NaN
sub08347,1,NaN,0.521,NaN
sub08348,2,NaN,0.481,NaN
sub08349,3,4,0.402,0.408
sub08350,2,3,0.41,0.411
sub08351,2,1,0.48,0.534
sub08353,3,NaN,0.502,NaN
sub08354,4,3,0.411,0.418
sub08357,1,2,0.416,0.521
sub08358,1,4,0.397,0.398
sub08360,1,2,0.417,0.434
sub08362,1,2,0.419,0.423
sub08364,1,NaN,0.44,NaN
sub08365,1,NaN,0.481,NaN
sub08367,3,4,0.448,0.45
sub08368,3,2,0.414,0.425
sub08369,2,4,0.513,0.519
sub08373,NaN,NaN,NaN,NaN
sub08374,2,1,0.451,0.485
sub08375,1,NaN,0.519,NaN
sub08377,4,1,0.425,0.426
sub08378,1,2,0.418,0.444
sub08379,1,2,0.432,0.436
sub08380,1,2,0.431,0.439
sub08382,1,2,0.432,0.45
sub08384,2,1,0.418,0.431
sub08385,2,1,0.419,0.421
sub08386,1,3,0.431,0.442
sub08390,2,1,0.42,0.445
sub08392,2,1,0.448,0.463
sub08395,2,1,0.412,0.414
sub08397,3,1,0.424,0.44
sub08399,3,2,0.415,0.42
sub08400,2,3,0.426,0.427
sub08401,1,NaN,0.439,NaN
sub08402,NaN,NaN,NaN,NaN
sub08403,1,2,0.411,0.415
sub08404,1,4,0.41,0.418
sub08406,1,NaN,0.418,NaN
sub08408,1,NaN,0.455,NaN
sub08410,1,NaN,0.457,NaN
sub08412,1,NaN,0.429,NaN
sub08413,1,3,0.421,0.427
sub08415,1,NaN,0.438,NaN
sub08416,2,1,0.455,0.501
sub08417,3,1,0.409,0.414
sub08418,1,2,0.408,0.465
sub08420,3,2,0.418,0.488
sub08421,2,3,0.43,0.475
sub08422,NaN,NaN,NaN,NaN
sub08425,NaN,NaN,NaN,NaN
sub08426,1,2,0.463,0.558
sub08433,NaN,NaN,NaN,NaN
sub08434,3,2,0.42,0.422
sub08435,4,NaN,0.448,NaN
sub08436,NaN,NaN,NaN,NaN
sub08439,2,3,0.416,0.463
sub08440,1,3,0.417,0.423
sub08441,3,1,0.4,0.423
sub08442,4,2,0.421,0.442
sub08444,3,NaN,0.483,NaN
sub08445,2,1,0.433,0.444
sub08448,2,1,0.429,0.438
sub08449,NaN,NaN,NaN,NaN
sub08452,1,NaN,0.436,NaN
sub08458,4,2,0.418,0.43
sub08459,1,2,0.452,0.458
sub08460,4,3,0.463,0.508
sub08461,1,2,0.42,0.421
sub08463,2,1,0.412,0.469
sub08464,1,NaN,0.468,NaN
sub08466,2,3,0.435,0.511
sub08469,3,1,0.461,0.474
sub08472,3,4,0.446,0.533
sub08474,1,2,0.457,0.463
sub08476,1,NaN,0.457,NaN
sub08477,1,2,0.475,0.491
sub08483,3,1,0.415,0.465
sub08484,1,NaN,0.483,NaN
sub08485,2,1,0.449,0.454
sub08486,1,NaN,0.419,NaN
sub08487,2,1,0.423,0.454
sub08488,4,1,0.435,0.467
sub08491,3,2,0.419,0.44
sub08495,NaN,NaN,NaN,NaN
sub08497,2,1,0.464,0.466
sub08499,2,1,0.42,0.43
sub08500,2,1,0.418,0.434
sub08504,1,4,0.426,0.435
sub08506,1,2,0.424,0.447
sub08508,1,NaN,0.504,NaN
sub08509,4,3,0.466,0.467
sub08510,3,4,0.435,0.445
sub08512,4,3,0.424,0.456
sub08513,2,3,0.446,0.507
sub08514,2,4,0.416,0.416
sub08515,1,2,0.462,0.494
sub08516,1,2,0.488,0.513
sub08517,4,2,0.443,0.472
sub08520,1,2,0.448,0.535
sub08521,1,2,0.404,0.417
sub08526,1,2,0.415,0.431
sub08529,1,NaN,0.52,NaN
sub08530,NaN,NaN,NaN,NaN
sub08532,NaN,NaN,NaN,NaN
sub08535,3,1,0.41,0.418
sub08537,3,NaN,0.437,NaN
sub08538,2,3,0.425,0.426
sub08539,2,1,0.412,0.43
sub08540,2,1,0.424,0.428
sub08541,2,1,0.409,0.413
sub08542,2,1,0.502,0.528
sub08545,NaN,NaN,NaN,NaN
sub08551,2,4,0.434,0.438
sub08553,1,NaN,0.536,NaN
sub08555,1,2,0.438,0.443
sub08557,1,4,0.438,0.463
sub08559,1,3,0.433,0.516
sub08560,1,2,0.439,0.48
sub08569,1,4,0.476,0.479
sub08572,1,4,0.417,0.438
sub08577,1,NaN,0.531,NaN
sub08579,2,1,0.403,0.409
sub08580,3,2,0.428,0.462
sub08583,1,2,0.479,0.48
sub08586,2,1,0.437,0.452
sub08588,1,NaN,0.516,NaN
sub08589,1,NaN,0.414,NaN
sub08591,1,2,0.499,0.519
sub08592,1,NaN,0.493,NaN
sub08594,2,1,0.404,0.412
sub08596,1,2,0.446,0.453
sub08597,4,3,0.407,0.423
sub08598,2,NaN,0.448,NaN
sub08600,3,4,0.467,0.494
sub08602,1,NaN,0.508,NaN
sub08607,1,NaN,0.445,NaN
sub08608,4,1,0.416,0.461
sub08610,NaN,NaN,NaN,NaN
sub08612,3,2,0.446,0.486
sub08614,4,NaN,0.48,NaN
sub08616,2,1,0.413,0.428
sub08617,2,1,0.442,0.473
sub08618,3,NaN,0.41,NaN
sub08619,1,NaN,0.461,NaN
sub08623,2,4,0.411,0.416
sub08625,NaN,NaN,NaN,NaN
sub08626,1,2,0.418,0.418
sub08627,4,2,0.44,0.469
sub08628,1,NaN,0.478,NaN
sub08630,1,NaN,0.446,NaN
sub08633,2,1,0.452,0.472
sub08634,1,NaN,0.489,NaN
sub08636,1,2,0.44,0.456
sub08638,4,3,0.407,0.441
sub08639,1,NaN,0.544,NaN
sub08643,2,1,0.429,0.467
sub08644,3,1,0.413,0.418
sub08645,1,NaN,0.519,NaN
sub08646,NaN,NaN,NaN,NaN
sub08647,3,2,0.418,0.455
sub08648,4,1,0.425,0.427
sub08652,3,2,0.423,0.432
sub08654,2,3,0.405,0.405
sub08657,1,2,0.485,0.503
sub08661,1,NaN,0.51,NaN
sub08662,NaN,NaN,NaN,NaN
sub08663,2,NaN,0.409,NaN
sub08668,1,2,0.418,0.426
sub08669,1,NaN,0.415,NaN
sub08670,1,3,0.408,0.408
sub08674,2,3,0.394,0.402
sub08677,4,NaN,0.422,NaN
sub08681,3,2,0.436,0.456
sub08682,3,2,0.452,0.473
sub08683,1,NaN,0.434,NaN
sub08685,2,4,0.419,0.427
sub08686,4,3,0.394,0.395
sub08688,3,2,0.461,0.515
sub08689,2,1,0.492,0.537
sub08690,1,2,0.437,0.473
sub08691,2,1,0.495,0.501
sub08692,1,NaN,0.437,NaN
sub08694,2,1,0.445,0.446
sub08695,4,1,0.412,0.416
sub08696,1,2,0.42,0.517
sub08700,1,3,0.438,0.474
sub08701,1,2,0.425,0.434
sub08705,2,3,0.404,0.411
sub08708,2,NaN,0.528,NaN
sub08711,NaN,NaN,NaN,NaN
sub08712,4,NaN,0.517,NaN
sub08716,3,1,0.426,0.452
sub08717,1,NaN,0.512,NaN
sub08719,4,2,0.402,0.403
sub08720,1,2,0.412,0.413
sub08721,3,2,0.417,0.422
sub08723,1,2,0.442,0.499
sub08724,3,4,0.457,0.465
sub08725,2,1,0.406,0.631
sub08726,2,1,0.408,0.41
sub08727,2,1,0.475,0.515
sub08728,1,NaN,0.441,NaN
sub08729,1,2,0.405,0.415
sub08730,4,NaN,0.498,NaN
sub08731,1,2,0.442,0.461
sub08735,2,3,0.444,0.448
sub08737,1,2,0.447,0.45
sub08739,2,3,0.447,0.477
sub08740,2,4,0.415,0.418
sub08743,2,4,0.421,0.452
sub08744,4,NaN,0.539,NaN
sub08745,1,2,0.449,0.451
sub08750,NaN,NaN,NaN,NaN
sub08753,1,2,0.411,0.416
sub08757,2,1,0.415,0.425
sub08758,1,NaN,0.5,NaN
sub08759,3,2,0.422,0.454
sub08761,1,3,0.412,0.427
sub08762,1,NaN,0.496,NaN
sub08764,2,3,0.43,0.455
sub08765,2,3,0.505,0.512
sub08767,1,NaN,0.528,NaN
sub08768,1,4,0.413,0.424
sub08769,1,NaN,0.45,NaN
sub08773,2,1,0.464,0.467
sub08781,2,NaN,0.469,NaN
sub08782,1,2,0.412,0.443
sub08783,2,NaN,0.46,NaN
sub08786,3,2,0.408,0.436
sub08789,3,4,0.46,0.475
sub08790,4,3,0.44,0.482
sub08791,1,NaN,0.497,NaN
sub08793,2,1,0.422,0.448
sub08796,1,4,0.411,0.416
sub08797,1,2,0.423,0.45
sub08798,1,NaN,0.509,NaN
sub08801,1,2,0.416,0.433
sub08802,1,NaN,0.434,NaN
sub08807,2,1,0.408,0.414
sub08808,2,3,0.411,0.419
sub08809,NaN,NaN,NaN,NaN
sub08810,2,1,0.451,0.452
sub08811,3,1,0.405,0.41
sub08813,3,2,0.421,0.425
sub08815,2,NaN,0.491,NaN
sub08816,2,1,0.456,0.478
sub08818,1,NaN,0.436,NaN
sub08824,NaN,NaN,NaN,NaN
sub08826,1,3,0.48,0.51
sub08827,1,2,0.449,0.478
sub08828,2,1,0.425,0.435
sub08829,1,NaN,0.481,NaN
sub08831,1,NaN,0.498,NaN
sub08833,1,3,0.451,0.464
sub08834,1,NaN,0.419,NaN
sub08838,1,3,0.421,0.423
sub08840,1,2,0.425,0.475
sub08842,1,4,0.434,0.445
sub08843,3,NaN,0.529,NaN
sub08844,4,3,0.442,0.444
sub08845,2,1,0.435,0.458
sub08846,1,4,0.442,0.457
sub08847,2,4,0.435,0.462
sub08851,1,2,0.397,0.412
sub08852,2,1,0.459,0.477
sub08853,3,NaN,0.43,NaN
sub08855,1,4,0.455,0.472
sub08857,1,NaN,0.462,NaN
sub08859,1,2,0.435,0.444
sub08860,1,NaN,0.481,NaN
sub08862,2,3,0.437,0.437
sub08866,3,1,0.456,0.477
sub08867,1,2,0.437,0.48
sub08868,3,1,0.417,0.426
sub08870,2,1,0.424,0.437
sub08875,1,2,0.409,0.416
sub08876,3,4,0.415,0.427
sub08877,1,2,0.461,0.492
sub08878,1,2,0.431,0.465
sub08880,NaN,NaN,NaN,NaN
sub08885,1,2,0.428,0.465
sub08886,1,2,0.404,0.404
sub08887,1,2,0.415,0.454
sub08888,2,1,0.426,0.435
sub08889,4,3,0.401,0.457
sub08890,4,3,0.428,0.445
sub08892,1,2,0.41,0.413
sub08893,1,2,0.437,0.441
sub08894,1,2,0.448,0.452
sub08898,3,2,0.424,0.429
sub08901,1,2,0.441,0.478
sub08903,1,2,0.424,0.437
sub08905,2,1,0.393,0.407
sub08909,1,NaN,0.449,NaN
sub08910,1,2,0.438,0.457
sub08912,1,2,0.424,0.464
sub08916,2,1,0.438,0.477
sub08919,NaN,NaN,NaN,NaN
sub08920,1,NaN,0.442,NaN
sub08922,1,2,0.427,0.472
sub08925,2,1,0.406,0.417
sub08927,2,3,0.41,0.411
sub08928,1,NaN,0.522,NaN
sub08929,1,2,0.414,0.426
sub08932,1,2,0.413,0.444
sub08933,2,4,0.446,0.483
sub08935,1,NaN,0.459,NaN
sub08941,1,4,0.419,0.434
sub08942,4,NaN,0.431,NaN
sub08944,1,2,0.439,0.49
sub08946,3,NaN,0.535,NaN
sub08953,4,2,0.439,0.446
sub08954,4,1,0.413,0.422
sub08956,2,3,0.415,0.415
sub08957,1,4,0.415,0.424
sub08960,1,NaN,0.459,NaN
sub08961,NaN,NaN,NaN,NaN
sub08962,1,2,0.435,0.474
sub08966,1,2,0.414,0.496
sub08968,2,3,0.439,0.479
sub08969,3,2,0.436,0.455
sub08973,2,NaN,0.536,NaN
sub08978,2,1,0.409,0.439
sub08980,3,NaN,0.492,NaN
sub08984,1,NaN,0.455,NaN
sub08987,1,NaN,0.435,NaN
sub08988,1,3,0.432,0.535
sub08990,1,3,0.424,0.439
sub08991,NaN,NaN,NaN,NaN
sub08993,2,NaN,0.462,NaN
sub08994,4,2,0.416,0.432
sub08995,4,NaN,0.412,NaN
sub09001,4,1,0.432,0.516
sub09002,3,2,0.445,0.45
sub09003,2,1,0.412,0.428
sub09004,2,1,0.447,0.46
sub09006,1,2,0.472,0.543
sub09008,1,NaN,0.424,NaN
sub09009,1,NaN,0.425,NaN
sub09011,1,2,0.389,0.418
sub09012,NaN,NaN,NaN,NaN
sub09013,1,NaN,0.483,NaN
sub09014,NaN,NaN,NaN,NaN
sub09015,3,4,0.472,0.49
sub09016,1,2,0.404,0.408
sub09017,2,NaN,0.517,NaN
sub09019,NaN,NaN,NaN,NaN
sub09020,2,1,0.423,0.434
sub09021,1,NaN,0.474,NaN
sub09022,2,1,0.403,0.408
sub09026,3,2,0.403,0.408
sub09027,2,1,0.441,0.459
sub09028,2,1,0.423,0.463
sub09029,2,4,0.402,0.412
sub09030,4,3,0.415,0.428
sub09031,2,NaN,0.543,NaN
sub09033,2,NaN,0.48,NaN
sub09037,2,1,0.421,0.424
sub09040,2,NaN,0.405,NaN
sub09042,1,4,0.42,0.471
sub09044,NaN,NaN,NaN,NaN
sub09045,3,1,0.413,0.435
sub09046,1,2,0.411,0.485
sub09047,2,1,0.453,0.476
sub09050,4,1,0.448,0.461
sub09053,1,NaN,0.437,NaN
sub09054,1,3,0.447,0.473
sub09055,2,1,0.463,0.468
sub09056,1,NaN,0.425,NaN
sub09057,1,2,0.452,0.492
sub09058,2,NaN,0.464,NaN
sub09060,2,1,0.412,0.426
sub09061,1,3,0.504,0.514
sub09062,1,3,0.446,0.537
sub09063,NaN,NaN,NaN,NaN
sub09068,1,2,0.435,0.436
sub09069,4,NaN,0.432,NaN
sub09072,3,2,0.416,0.424
sub09073,2,1,0.395,0.408
sub09074,4,2,0.4,0.404
sub09078,2,1,0.427,0.432
sub09080,1,2,0.438,0.452
sub09082,3,1,0.496,0.503
sub09086,2,1,0.429,0.44
sub09087,3,2,0.443,0.456
sub09088,2,3,0.452,0.514
sub09089,2,1,0.439,0.482
sub09090,2,1,0.413,0.431
sub09092,2,NaN,0.487,NaN
sub09093,3,1,0.413,0.416
sub09096,3,1,0.41,0.422
sub09097,3,1,0.423,0.43
sub09099,4,2,0.404,0.416
sub09103,2,1,0.505,0.524
sub09105,2,1,0.424,0.504
sub09107,1,2,0.422,0.435
sub09108,1,3,0.435,0.439
sub09109,3,4,0.404,0.411
sub09111,1,NaN,0.463,NaN
sub09114,2,NaN,0.453,NaN
sub09115,2,4,0.443,0.488
sub09116,NaN,NaN,NaN,NaN
sub09118,3,2,0.463,0.476
sub09120,1,4,0.436,0.448
sub09125,2,1,0.42,0.436
sub09128,3,4,0.437,0.493
sub09129,2,1,0.428,0.435
sub09130,1,2,0.434,0.453
sub09132,3,2,0.414,0.418
sub09135,2,NaN,0.43,NaN
sub09141,3,1,0.422,0.431
sub09144,1,4,0.413,0.415
sub09147,1,2,0.461,0.494
sub09148,1,3,0.449,0.456
sub09164,3,1,0.421,0.425
sub09165,1,NaN,0.466,NaN
sub09166,2,NaN,0.418,NaN
sub09167,3,1,0.453,0.468
sub09170,4,1,0.484,0.486
sub09173,1,NaN,0.427,NaN
sub09174,3,1,0.44,0.441
sub09175,3,2,0.424,0.434
sub09176,2,1,0.416,0.469
sub09177,4,2,0.421,0.422
sub09178,4,2,0.422,0.487
sub09179,1,2,0.423,0.508
sub09180,2,NaN,0.459,NaN
sub09182,1,NaN,0.436,NaN
sub09185,4,3,0.427,0.432
sub09186,1,4,0.426,0.433
sub09189,3,2,0.41,0.461
sub09190,3,2,0.456,0.534
sub09191,1,NaN,0.478,NaN
sub09192,2,NaN,0.532,NaN
sub09194,2,NaN,0.476,NaN
sub09204,4,1,0.445,0.475
sub09206,4,2,0.425,0.426
sub09208,3,2,0.454,0.462
sub09209,2,3,0.408,0.416
sub09213,1,NaN,0.518,NaN
sub09214,2,NaN,0.415,NaN
sub09215,4,1,0.425,0.445
sub09217,1,2,0.415,0.428
sub09226,4,3,0.413,0.415
sub09227,1,NaN,0.408,NaN
sub09231,1,NaN,0.503,NaN
sub09232,4,3,0.418,0.419
sub09236,1,2,0.412,0.416
sub09237,1,3,0.499,0.51
sub09238,4,1,0.439,0.444
sub09245,1,2,0.405,0.44
sub09246,4,2,0.434,0.439
sub09249,2,NaN,0.489,NaN
sub09251,1,NaN,0.471,NaN
sub09255,2,1,0.408,0.512
sub09256,1,2,0.422,0.424
sub09257,2,1,0.47,0.518
sub09258,1,2,0.46,0.476
sub09259,1,2,0.413,0.48
sub09260,4,3,0.403,0.415
sub09261,1,NaN,0.457,NaN
sub09264,3,4,0.427,0.448
sub09267,1,2,0.442,0.538
sub09270,2,1,0.441,0.493
sub09273,3,2,0.423,0.51
sub09276,2,1,0.406,0.412
sub09278,1,NaN,0.43,NaN
sub09279,2,1,0.433,0.467
sub09282,4,3,0.493,0.509
sub09284,2,3,0.413,0.445
sub09287,1,2,0.408,0.439
sub09289,1,2,0.436,0.449
sub09290,2,1,0.432,0.449
sub09291,1,2,0.42,0.425
sub09292,3,1,0.411,0.417
sub09293,1,NaN,0.43,NaN
sub09294,1,NaN,0.438,NaN
sub09296,1,NaN,0.444,NaN
sub09297,NaN,NaN,NaN,NaN
sub09303,2,1,0.423,0.427
sub09305,2,1,0.413,0.418
sub09311,1,2,0.436,0.46
sub09313,1,2,0.404,0.504
sub09314,2,NaN,0.493,NaN
sub09315,1,2,0.41,0.432
sub09316,2,1,0.456,0.461
sub09319,1,2,0.455,0.478
sub09320,2,1,0.446,0.451
sub09322,2,1,0.43,0.454
sub09323,2,1,0.429,0.43
sub09325,1,4,0.412,0.421
sub09326,1,3,0.428,0.497
sub09328,4,2,0.398,0.418
sub09330,1,NaN,0.467,NaN
sub09331,2,4,0.455,0.465
sub09332,3,2,0.389,0.394
sub09334,1,3,0.471,0.48
sub09335,2,3,0.459,0.476
sub09342,1,NaN,0.443,NaN
sub09343,4,2,0.433,0.441
sub09344,1,NaN,0.469,NaN
sub09345,3,2,0.436,0.448
sub09347,1,NaN,0.494,NaN
sub09348,1,2,0.453,0.517
sub09351,2,1,0.41,0.417
sub09352,1,NaN,0.419,NaN
sub09353,1,NaN,0.5,NaN
sub09355,1,NaN,0.431,NaN
sub09358,1,2,0.422,0.423
sub09362,1,2,0.459,0.49
sub09364,1,2,0.462,0.477
sub09367,2,3,0.422,0.425
sub09368,1,NaN,0.446,NaN
sub09370,2,1,0.419,0.421
sub09371,4,1,0.5,0.525
sub09372,3,4,0.5,0.504
sub09375,1,3,0.414,0.447
sub09376,2,3,0.429,0.429
sub09378,3,NaN,0.455,NaN
sub09379,3,NaN,0.432,NaN
sub09380,2,1,0.407,0.413
sub09381,NaN,NaN,NaN,NaN
sub09382,NaN,NaN,NaN,NaN
sub09383,2,3,0.426,0.493
sub09384,1,NaN,0.49,NaN
sub09386,3,4,0.421,0.425
sub09388,2,4,0.399,0.408
sub09389,1,NaN,0.43,NaN
sub09390,2,NaN,0.452,NaN
sub09392,2,1,0.479,0.495
sub09395,1,NaN,0.512,NaN
sub09396,2,NaN,0.495,NaN
sub09397,1,2,0.43,0.459
sub09398,2,1,0.41,0.427
sub09401,1,3,0.443,0.474
sub09407,1,NaN,0.434,NaN
sub09408,1,2,0.419,0.458
sub09411,1,2,0.433,0.502
sub09412,2,1,0.455,0.465
sub09413,2,3,0.406,0.413
sub09417,1,NaN,0.5,NaN
sub09418,4,NaN,0.532,NaN
sub09420,3,2,0.454,0.485
sub09421,1,2,0.426,0.472
sub09422,1,4,0.436,0.477
sub09423,1,NaN,0.423,NaN
sub09424,3,1,0.405,0.449
sub09427,3,2,0.449,0.48
sub09429,1,2,0.404,0.421
sub09431,1,3,0.424,0.428
sub09432,2,1,0.429,0.458
sub09434,2,1,0.419,0.421
sub09435,1,NaN,0.446,NaN
sub09437,2,3,0.423,0.426
sub09439,2,3,0.418,0.419
sub09440,3,NaN,0.404,NaN
sub09442,1,2,0.434,0.441
sub09443,3,4,0.414,0.428
sub09444,2,NaN,0.41,NaN
sub09445,1,NaN,0.431,NaN
sub09450,2,3,0.431,0.434
sub09454,3,2,0.42,0.434
sub09456,2,3,0.416,0.419
sub09458,1,2,0.408,0.431
sub09459,2,4,0.455,0.457
sub09463,1,NaN,0.407,NaN
sub09465,1,NaN,0.441,NaN
sub09466,1,4,0.439,0.444
sub09467,1,NaN,0.477,NaN
sub09469,2,1,0.413,0.426
sub09472,2,3,0.401,0.404
sub09473,1,3,0.438,0.44
sub09476,2,1,0.462,0.476
sub09477,4,2,0.419,0.427
sub09479,4,1,0.416,0.462
sub09482,2,NaN,0.449,NaN
sub09484,4,3,0.456,0.48
sub09485,1,2,0.42,0.425
sub09486,1,4,0.426,0.488
sub09491,4,3,0.409,0.414
sub09495,3,2,0.428,0.447
sub09496,1,2,0.404,0.413
sub09498,2,NaN,0.471,NaN
sub09500,4,NaN,0.442,NaN
sub09501,1,2,0.458,0.47
sub09504,1,NaN,0.493,NaN
sub09505,1,2,0.408,0.415
sub09506,2,4,0.428,0.43
sub09507,1,NaN,0.516,NaN
sub09509,1,2,0.4,0.435
sub09511,3,2,0.449,0.458
sub09513,1,NaN,0.424,NaN
sub09514,NaN,NaN,NaN,NaN
sub09516,3,2,0.41,0.411
sub09517,3,2,0.405,0.411
sub09520,1,2,0.43,0.447
sub09522,4,2,0.43,0.469
sub09523,3,4,0.411,0.427
sub09527,2,1,0.416,0.429
sub09529,4,1,0.418,0.428
sub09530,1,4,0.489,0.513
sub09531,4,1,0.44,0.448
sub09532,1,2,0.399,0.407
sub09533,2,NaN,0.443,NaN
sub09535,2,3,0.442,0.456
sub09538,1,3,0.425,0.471
sub09539,2,NaN,0.413,NaN
sub09543,4,2,0.411,0.416
sub09544,1,2,0.468,0.485
sub09548,2,4,0.405,0.421
sub09549,1,3,0.439,0.451
sub09554,2,3,0.429,0.429
sub09555,2,NaN,0.522,NaN
sub09556,1,4,0.411,0.415
sub09560,2,NaN,0.497,NaN
sub09561,1,2,0.415,0.418
sub09563,1,NaN,0.457,NaN
sub09565,NaN,NaN,NaN,NaN
sub09566,1,NaN,0.486,NaN
sub09567,4,2,0.41,0.412
sub09572,2,1,0.433,0.434
sub09573,1,2,0.449,0.478
sub09574,3,2,0.482,0.499
sub09577,1,NaN,0.537,NaN
sub09578,1,NaN,0.437,NaN
sub09580,1,NaN,0.421,NaN
sub09582,1,4,0.435,0.449
sub09586,1,NaN,0.426,NaN
sub09587,2,3,0.424,0.437
sub09588,3,NaN,0.427,NaN
sub09589,1,2,0.421,0.431
sub09594,1,2,0.431,0.483
sub09595,1,NaN,0.426,NaN
sub09596,3,2,0.409,0.439
sub09597,2,4,0.439,0.447
sub09600,2,1,0.416,0.45
sub09604,1,NaN,0.521,NaN
sub09607,1,NaN,0.455,NaN
sub09608,2,1,0.424,0.43
sub09611,NaN,NaN,NaN,NaN
sub09614,1,NaN,0.501,NaN
sub09618,2,1,0.414,0.423
sub09619,2,4,0.436,0.436
sub09620,NaN,NaN,NaN,NaN
sub09621,1,NaN,0.498,NaN
sub09623,2,1,0.445,0.466
sub09625,2,1,0.434,0.458
sub09626,1,4,0.433,0.44
sub09628,2,1,0.428,0.433
sub09631,2,1,0.432,0.447
sub09636,1,2,0.402,0.403
sub09637,1,NaN,0.444,NaN
sub09638,1,2,0.401,0.415
sub09641,1,NaN,0.414,NaN
sub09643,2,1,0.408,0.416
sub09644,1,NaN,0.471,NaN
sub09647,2,1,0.419,0.424
sub09650,2,NaN,0.406,NaN
sub09652,2,1,0.42,0.436
sub09656,1,2,0.414,0.428
sub09658,1,2,0.408,0.522
sub09659,1,2,0.453,0.478
sub09660,1,3,0.428,0.463
sub09662,1,NaN,0.484,NaN
sub09664,1,4,0.407,0.416
sub09665,2,3,0.433,0.505
sub09666,4,1,0.412,0.414
sub09667,1,NaN,0.406,NaN
sub09670,2,NaN,0.502,NaN
sub09672,1,2,0.42,0.442
sub09674,3,4,0.494,0.509
sub09676,NaN,NaN,NaN,NaN
sub09683,1,2,0.412,0.468
sub09685,3,1,0.436,0.45
sub09688,1,2,0.472,0.481
sub09689,4,1,0.416,0.427
sub09692,1,2,0.4,0.406
sub09693,1,2,0.445,0.507
sub09694,2,NaN,0.522,NaN
sub09696,1,3,0.402,0.402
sub09698,1,4,0.441,0.451
sub09699,2,3,0.438,0.444
sub09700,1,NaN,0.44,NaN
sub09704,2,1,0.421,0.489
sub09705,1,2,0.419,0.524
sub09707,3,2,0.423,0.501
sub09708,3,NaN,0.507,NaN
sub09709,1,2,0.409,0.417
sub09712,4,1,0.409,0.437
sub09713,1,2,0.448,0.485
sub09714,2,1,0.405,0.419
sub09715,1,2,0.454,0.455
sub09716,3,2,0.421,0.428
sub09717,3,4,0.438,0.46
sub09719,2,1,0.433,0.509
sub09722,1,NaN,0.452,NaN
sub09724,2,4,0.4,0.401
sub09728,1,NaN,0.523,NaN
sub09729,2,1,0.445,0.466
sub09734,4,2,0.436,0.441
sub09735,1,NaN,0.405,NaN
sub09737,3,1,0.511,0.524
sub09738,NaN,NaN,NaN,NaN
sub09739,3,4,0.415,0.416
